idx,question,pred,gold,score,em,rouge1,categories,use_cot,cot_type
946,根据文件中第5页的示意图，如果推料活塞4向锁气筒2方向运动，首先会触碰到哪个部件？,部件7,行程开关7,0.1875,0.0,0.25,"['部件识别', '指定页面']",False,unknown
947,在文件中第5页的示意图中，哪个部件直接连接了锁气筒2？,部件1,后筒体3,0.0,0.0,0.0,"['部件识别', '连接关系', '指定页面']",False,unknown
948,根据专利描述，改善前的发电机外壳加热所用时间约为多少？,2h,2h,1.0,1.0,1.0,['数量相关'],False,unknown
949,根据专利文本，设计该升降装置的主要目的是什么？,快速移动和准确定位,解决现有升降装置在内磁转子加工中精度和速度难以兼顾的问题,0.08108108108108109,0.0,0.10810810810810811,"['部件识别', '功能作用']",False,unknown
950,根据专利文本，组合吊具通过什么方式将两块卡板连成一个整体，从而提升承重量？,螺栓穿过第一卡板和第二卡板上的第一孔和第二孔,螺栓连接,0.11538461538461539,0.0,0.15384615384615385,['其他'],False,unknown
951,在文件中第6页提供的图片中，编号为71的部件相对于编号为1的部件的位置关系是？,位于部件1的上方,位于部件1的上方,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown
952,在文件中第6页提供的图片中，部件72位于部件82的哪个方向？,上方,上方,1.0,1.0,1.0,['指定页面'],False,unknown
953,根据文件中第6页的图片，如果螺栓（3）用于固定第一卡板（1）和第二卡板（2），那么螺栓（3）穿过的孔的编号分别是？,丝杆(71)和丝杆滑块(72),71和72,0.375,0.0,0.5,"['功能作用', '连接关系', '指定页面']",False,unknown
954,根据文件中第6页图片推断，如果需要使用吊具的悬挂点，那么悬挂点是由哪两个部件重合形成的？,部件1和部件2,第一腰形孔（81）和第二腰形孔（82）,0.17307692307692307,0.0,0.23076923076923078,['指定页面'],False,unknown
955,在文件中第5页提供的瓷砖壁板阳角连接结构图中，编号为2的部件相对于编号为4的部件位于什么位置？,位于上方,右侧,0.0,0.0,0.0,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
956,在文件中第5页提供的瓷砖壁板阳角连接结构图中，哪个部件位于瓷砖的背面？,填充层,部件3,0.0,0.0,0.0,"['部件识别', '连接关系', '指定页面']",False,unknown
957,在文件中第5页提供的瓷砖壁板阳角连接结构图中，如果需要使用连接卡件进行组装，那么连接卡件将主要与哪个编号的部件发生直接作用？,位于上方,部件2,0.0,0.0,0.0,"['功能作用', '连接关系', '指定页面']",False,unknown
958,在文件中第5页提供的瓷砖壁板阳角连接结构图中，如果部件1是瓷砖，部件3是填充层，那么哪一个部件是用于和其他壁板进行连接的型材？,部件4,部件2,0.5,0.0,0.6666666666666666,"['功能作用', '连接关系', '指定页面']",False,unknown
959,根据专利文本，哪个部件能够在燃气压力低于正常区间时切断大火支管？,大火安全电磁阀,低压开关,0.0,0.0,0.0,['部件识别'],False,unknown
960,在文件中第6页的示意图中，部件42相对于部件16的位置是什么？,位于部件16的右侧,在上方,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown
961,在文件中第6页的示意图中，部件31相对于部件41的位置是什么？,部件31位于部件41的上方,在上方,0.1875,0.0,0.25,"['位置关系', '部件识别', '指定页面']",False,unknown
962,根据文件中第6页的示意图，如果燃烧控制器16出现报警，最直接的原因可能与哪个部件的功能失效有关？,点火变压器14,火焰检测棒15,0.21428571428571427,0.0,0.2857142857142857,"['部件识别', '功能作用', '指定页面']",False,unknown
963,参考文件中第6页的示意图，燃气首先经过进口阀21，接下来依次经过哪两个部件？,过滤器22和压力调节器23,燃气过滤器22，调压阀23,0.5192307692307692,0.0,0.6923076923076923,['指定页面'],False,unknown
964,根据专利文本，本实用新型旨在解决现有技术中哪个方面的缺陷？,阀门开关速度较快，不易被控制,阀门开关速度较快，不易控制,0.7222222222222223,0.0,0.962962962962963,['其他'],False,unknown
965,在文件中第5页的示意图中，编号为20的部件相对于编号为30的部件的位置是什么？,在上方,位于上方,0.4285714285714286,0.0,0.5714285714285715,"['位置关系', '部件识别', '指定页面']",False,unknown
966,在文件中第5页的示意图中，哪个部件直接连接到电磁阀（编号40）？,气动执行器(20),气动执行器（编号20）,0.525,0.0,0.7000000000000001,"['部件识别', '连接关系', '指定页面']",False,unknown
967,根据文件中第5页的示意图，气体从气源(11)流出后，首先会经过哪个部件？,部件(10),过滤减压阀(12),0.30000000000000004,0.0,0.4,"['部件识别', '指定页面']",False,unknown
968,基于文件中第5页的示意图，如果需要调节阀门本体（30）的开关速度，应该调节哪个部件？,调速阀(50),调速阀（50）,0.7857142857142857,1.0,0.7142857142857143,"['部件识别', '指定页面']",False,unknown
969,根据文件中第6页的图片，编号为8的部件位于哪个部件的上方？,部件2,驱动马达,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown
970,根据文件中第6页的图片推断，如果需要对固定板3上的某个元件进行维修，首先需要执行什么操作？,拆下盖板5,打开柜门2,0.0,0.0,0.0,"['连接关系', '指定页面']",False,unknown
971,根据文本信息，本发明旨在构建一个什么样的系统？,回收氧化反应排气中的动能,能够减少芳香族二羧酸制造工序中排放气所含成分，并在较低温度范围内将该排放气所保持的压力作为动能回收的系统。,0.18461538461538463,0.0,0.24615384615384617,['其他'],False,unknown
972,在文件中第28页的示意图中，编号[1]的名称是什么？,高压吸收塔,氧化反应器,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
973,在文件中第28页的示意图中，编号8的部件相对于编号9的位置是什么？,在编号9的上方,编号9在编号8的右侧，且有管路连接,0.3125,0.0,0.4166666666666667,"['位置关系', '部件识别', '指定页面']",False,unknown
974,如果文件中第28页的空气压缩机(10)需要更大的动力支持，可以如何操作?,增大膨胀涡轮机(11)的回收动力,增加5Kg/cm²G蒸汽(5)的供应量，提高膨胀机第一级(12)和膨胀机第二级(13)的动力输出。,0.25384615384615383,0.0,0.3384615384615384,['指定页面'],False,unknown
975,如果需要对从水洗涤液系统排出的水洗涤液进行进一步的冷却，下一步应该对文件中第28页所示的哪个部件进行调整?,部件8,调整水冷却器(9)的冷却强度。,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
976,在文件中第25页图1中，编号为43的出渣口相对于炉缸(1)的位置是什么？,位于炉缸(1)的左侧,位于炉缸(1)的左侧,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown
977,在文件中第25页图3中，从顶部看，装料井(10)相对于预热炉(5)的位置关系是什么？,装料井(10)位于预热炉(5)的两侧,装料井(10)环绕预热炉(5)周围,0.557142857142857,0.0,0.7428571428571428,"['位置关系', '部件识别', '指定页面']",False,unknown
978,基于文件中第25页图1，废气(19)从预热炉(5)排出后，下一步可能到达哪里？,炉缸(1),废气管(46),0.25,0.0,0.3333333333333333,"['位置关系', '指定页面']",False,unknown
979,基于文件中第25页图1，液体生铁(20)通过导入装置(21)注入后，其流动的下一个主要区域是什么？,预热炉(5),炉缸(1),0.40909090909090906,0.0,0.5454545454545454,"['部件识别', '指定页面']",False,unknown
980,根据专利文本，齿板的作用是什么？,增大受热辐射面积，加速干燥,将炉排上的煤堆切割成纵向梯形沟槽,0.0,0.0,0.0,"['部件识别', '功能作用']",False,unknown
981,根据专利文本，该多工位液压拉伸机中，哪个部件与底座紧密焊接？,圆盘,圆盘,1.0,1.0,1.0,['部件识别'],False,unknown
982,根据专利文本，该多工位液压拉伸机中，哪个部件上设置有两个通孔，且通过开孔连接到自身？,工作台,连接块,0.0,0.0,0.0,"['部件识别', '连接关系']",False,unknown
983,在文件中第6页提供的图片中，编号为2的工作台位于哪个部件的上方？,底座,底座,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown
984,在文件中第6页提供的图片中，部件8（支脚）相对于部件1（底座）的位置是什么？,位于底座的下方,位于底座下方,0.6923076923076923,0.0,0.923076923076923,"['位置关系', '部件识别', '指定页面']",False,unknown
985,根据文件中第6页的示意图，如果液压缸(10)向下施压，直接作用于哪个部件？,部件(6),顶板(12),0.2727272727272727,0.0,0.3636363636363636,"['部件识别', '功能作用', '指定页面']",False,unknown
986,根据文件中第6页的示意图，压缩轴(6)连接的上方部件是螺纹帽(11)，下方部件是什么？,工作台(2),工作台(2),1.0,1.0,1.0,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
987,根据文本，本发明涉及的领域是什么？,门内饰板技术领域,门内饰板技术领域,1.0,1.0,1.0,['部件识别'],False,unknown
988,根据专利文件，饮用水供给系统具备哪种构件来检测循环管线中流动的水的水质？,水质检测构件,导电率传感器,0.0,0.0,0.0,['其他'],False,unknown
989,根据专利文本，哪个部件位于基材料带进入进料口的两侧，用于快速预热？,红外线加热管,红外线加热管,1.0,1.0,1.0,"['部件识别', '功能作用']",False,unknown
990,在文件中第7页提供的图片中，部件37相对于部件3在什么位置？,部件37位于部件3的上方,位于部件3的上方,0.6000000000000001,0.0,0.8,"['位置关系', '指定页面']",False,unknown
991,在文件中第7页提供的图片中，哪个部件位于空气管道4的末端？,部件41,截止阀42,0.16666666666666669,0.0,0.22222222222222224,"['部件识别', '指定页面']",False,unknown
992,参考文件中第7页的示意图，如果需要调整红外线加热管2a的燃气供应，应该调节哪个部件？,第四截止阀39,截止阀39,0.625,0.0,0.8333333333333333,"['部件识别', '指定页面']",False,unknown
993,如果文件中第7页的基材料带5的温度需要通过助燃风机41来进行调节，那么燃气需要经过哪些步骤来实现该调节？,燃气经过减压阀33、第一电磁阀36、第二截止阀37、第三截止阀42、混合器21、点火控制器22,经过助燃风机41后，通过空气管道4，经过混合器21，最终通过红外线加热管2a，来调节基材料带5的温度,0.17010309278350516,0.0,0.2268041237113402,['指定页面'],False,unknown
994,根据专利文本，该滑动装置解决了什么问题？,解决外界上部次梁影响下层大跨度PK板安装施工的问题,解决了PK板安装时，受外界上部次梁影响的问题。,0.5624999999999999,0.0,0.7499999999999999,['其他'],False,unknown
995,根据专利文本，该滑动装置的主要目的是什么？,解决大跨度PK板受外界上部结构影响不能使用的问题,解决大跨度PK板受外界空间结构影响不能使用的问题。,0.673469387755102,0.0,0.8979591836734694,"['部件识别', '功能作用']",False,unknown
996,在文件中第6页的示意图中，编号8的部件相对于编号7的部件位置是什么？,位于编号7的部件的下方,位于端面,0.2,0.0,0.26666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
997,在文件中第6页的示意图中，部件6相对于部件5的位置关系是？,部件6位于部件5的下方,部件6包裹部件5,0.47368421052631576,0.0,0.631578947368421,"['位置关系', '指定页面']",False,unknown
998,在文件中第6页的示意图中，如果需要调整滑动平台骨架7的高度，需要调整哪个部件？,定滑轮固定完(6),调整定滑轮5,0.30000000000000004,0.0,0.4,"['部件识别', '指定页面']",False,unknown
999,在文件中第6页的示意图中，如果需要固定PK板4，那么需要调整哪个或哪些部件？,部件12,调整吊耳9和U形螺栓11,0.09375,0.0,0.125,"['连接关系', '指定页面']",False,unknown
1000,根据文件中第7页的图片，编号为17的部件相对于编号为7的部件的位置关系是？,位于下方,位于其内部,0.33333333333333337,0.0,0.4444444444444445,"['位置关系', '部件识别', '指定页面']",False,unknown
1001,根据文件中第7页的图片，编号为13的部件是什么?,万向轮,万向轮,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
1002,观察文件中第7页的示意图，如果餐饮垃圾通过15进入设备，经过初步分离后，固体残渣最终会进入哪个部件？,部件18,部件8,0.6428571428571428,0.0,0.8571428571428571,"['部件识别', '指定页面']",False,unknown
1003,观察文件中第7页的示意图，如果需要转动扇叶，应该操作哪个部件，该部件直接连接哪个部件？,手轮，转动轴,操作部件3，直接连接部件1,0.07894736842105263,0.0,0.10526315789473684,"['部件识别', '连接关系', '指定页面']",False,unknown
1004,根据文本信息，哪个部件用于检测直线电机是否为原点位？,检测传感器,感应片和检测传感器,0.5357142857142857,0.0,0.7142857142857143,"['部件识别', '功能作用']",False,unknown
1005,根据专利文本，组合模块定位工装的主要作用是什么？,用于确定防火阀的安装位置,用于防火阀安装位置的定位。,0.6599999999999999,0.0,0.8799999999999999,"['部件识别', '功能作用']",False,unknown
1006,根据专利文本，本实用新型旨在解决什么技术问题？,解决滚筒式过滤器在运转过程中测试内部液位高度的问题,如何在滚动的网篮中测试其内部液位高度。,0.40909090909090906,0.0,0.5454545454545454,['其他'],False,unknown
1007,在文件中第6页的示意图中，编号为3的部件相对于编号为1的部件的位置关系是？,位于部件1的右侧,位于1的右侧,0.6428571428571428,0.0,0.8571428571428571,"['位置关系', '部件识别', '指定页面']",False,unknown
1008,在文件中第6页的示意图中，部件8相对于部件3的位置关系是？,部件8位于部件3的左侧,位于3的左侧,0.5294117647058822,0.0,0.7058823529411764,"['位置关系', '指定页面']",False,unknown
1009,根据文件中第6页的示意图，如果液位开关3需要进行位置调整，可能需要调整哪个或哪些部件？,部件5和部件6,仅需要调整延伸管6,0.09375,0.0,0.125,"['位置关系', '指定页面']",False,unknown
1010,根据专利描述，物料输送双板阀旨在解决哪个问题？,解决转轴的密封部位因磨损而产生介质外漏的问题,解决转轴的密封部位因磨损而产生介质外漏的问题,1.0,1.0,1.0,['其他'],False,unknown
1011,在文件中第5页的物料输送双板阀的结构图中，编号为1的部件是什么？,上阀盖,上阀盖,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
1012,在文件中第5页的物料输送双板阀的结构图中，部件9相对于部件10的位置关系是？,部件9位于部件10的上方,在部件10的上方,0.525,0.0,0.7000000000000001,"['位置关系', '指定页面']",False,unknown
1013,根据文件中第5页的示意图推断，如果气缸（4）伸长，通过联接叉（5）和连接杆（6）的传递，会直接影响哪个部件的运动？,转轴(7),转轴（7）,0.7,1.0,0.6,"['部件识别', '连接关系', '指定页面']",False,unknown
1014,根据文件中第5页的示意图推断，如果需要更换下阀板（10），首先需要移除哪个部件才能进行操作？,下阀盖(11),下阀盖（11）,0.7857142857142857,1.0,0.7142857142857143,"['部件识别', '指定页面']",False,unknown
1015,根据文本信息，哪个部件能在与轮船甲板对接时防止碰撞损坏船体？,缓冲胶,缓冲胶,1.0,1.0,1.0,['部件识别'],False,unknown
1016,根据专利文本，该专利的丙交酯的制造装置不具有一下那个装置？,减压装置,电解塔,0.0,0.0,0.0,['其他'],False,unknown
1017,根据专利描述，筒体法兰配装胎的主要功能是什么？,解决筒体加工时对接不同心的问题,用于加工筒体法兰，解决对接不同心问题,0.5909090909090908,0.0,0.7878787878787877,"['部件识别', '功能作用']",False,unknown
1018,根据专利描述，哪个部件用于调整筒体径向位置？,调整螺栓,调整螺栓,1.0,1.0,1.0,"['位置关系', '部件识别', '功能作用']",False,unknown
1019,在文件中第5页提供的图片中，编号为5的部件相对于编号为3的部件的位置关系是？,位于下方,位于下方,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown
1020,在文件中第5页提供的图片中，哪个部件直接与法兰（编号3）接触？,部件4,调整螺栓（编号2）,0.0,0.0,0.0,"['部件识别', '连接关系', '指定页面']",False,unknown
1021,根据文件中第5页的图片，如果要调整筒体（编号1）的位置，首先需要调整哪个部件？,调整螺栓(2),调整螺栓（编号2）,0.4687500000000001,0.0,0.6250000000000001,"['位置关系', '部件识别', '指定页面']",False,unknown
1022,根据专利文本，舰船自动电站通过什么方式与上位计算机相连？,以太网,以太网,1.0,1.0,1.0,['其他'],False,unknown
1023,在文件中第5页的系统原理图中，哪个部件直接连接上位计算机？,主控制器,主控制器,1.0,1.0,1.0,"['部件识别', '连接关系', '工作原理', '指定页面']",False,unknown
1024,根据文件中第5页的系统原理图，如果需要启动减机程序，那么主控制器PLC会直接控制哪个功能？,减速机,减机,0.6000000000000001,0.0,0.8,"['功能作用', '工作原理', '指定页面']",False,unknown
1025,根据文件中第5页的系统原理图，如果需要采集电站的频率信号，那么信号会经过哪个部件后传输到主控制器PLC？,频率变送器,频率变送器,1.0,1.0,1.0,"['部件识别', '工作原理', '指定页面']",False,unknown
1026,根据专利文本，为了保证输送物品的离心力，输送转辊被设计成什么结构？,一端大，另一端小的圆柱形结构,一端大，另一端小的圆柱形结构,1.0,1.0,1.0,['功能作用'],False,unknown
1027,在文件中第8页图1中，编号14的部件相对于编号13的部件的位置关系是什么？,位于上方,位于编号13的上方，且嵌入其中。,0.30000000000000004,0.0,0.4,"['位置关系', '部件识别', '指定页面']",False,unknown
1028,在文件中第8页图2中，编号15的部件相对于熔融气化区8的位置是什么？,位于熔融气化区8的下部,贯穿于熔融气化区8之中。,0.4565217391304348,0.0,0.6086956521739131,"['位置关系', '部件识别', '指定页面']",False,unknown
1029,在文件中第8页图1中，气体16穿过固体碳载体2和海绵铁堆积区14后，下一步会流向哪里？,气体出口15,无海绵铁的截面区15。,0.17647058823529413,0.0,0.23529411764705885,"['位置关系', '指定页面']",False,unknown
1030,基于文件中第8页图2，如果固体碳载体2的床13的边缘明显气化，这与哪个部件的堆积方式有关？,海绵铁堆积区14,海绵铁堆积区14。,0.9558823529411764,1.0,0.9411764705882353,"['部件识别', '指定页面']",False,unknown
1031,根据专利文本，驱动组件的主要功能是什么？,驱动传动件运动,用于驱动传输件运动,0.5625,0.0,0.75,"['部件识别', '功能作用']",False,unknown
1032,根据专利文本，停歇槽段的导向方向是什么？,与驱动轴的轴向垂直,与驱动轴的轴向垂直,1.0,1.0,1.0,['部件识别'],False,unknown
1033,在文件中第8页的图片1中，编号为20的部件相对于编号10的部件的位置关系是什么？,位于10的右侧,与编号10相邻,0.21428571428571427,0.0,0.2857142857142857,"['位置关系', '部件识别', '指定页面']",False,unknown
1034,在文件中第8页的图片1中，编号为421的部件相对于编号40的部件的位置关系是什么？,位于40的右侧,在编号40的下方,0.3,0.0,0.39999999999999997,"['位置关系', '部件识别', '指定页面']",False,unknown
1035,参考文件中第8页的示意图1，如果滚轮421位于停歇槽段111，且驱动轴10顺时针转动，滚轮421下一步的运动趋势是？,向右运动,停止移动,0.1875,0.0,0.25,['指定页面'],False,unknown
1036,参考文件中第8页的示意图1，支撑板412通过什么部件与滚动部42相连？,连接部411,连接件411,0.625,0.0,0.8333333333333334,"['部件识别', '指定页面']",False,unknown
1037,根据文本信息，本发明旨在解决什么问题？,提供合理的缩聚工序,提供可以获得合适的分子量且可以抑制伴随着热分解的材质的劣化的合理的缩聚工序，有助于PTT聚合物的制造技术,0.22131147540983606,0.0,0.29508196721311475,['其他'],False,unknown
1038,根据文本信息，本实用新型解决了什么问题？,解决搬运上车困难和线圈滚动掉落问题,解决了目前的感应线圈搬运推车存在搬运上车困难，同时线圈在车板上易滚动掉落的问题,0.4285714285714285,0.0,0.5714285714285713,['其他'],False,unknown
1039,在文件中第6页的图片中，编号14的部件相对于编号15的部件位置是什么？,位于上方,在右方,0.2142857142857143,0.0,0.28571428571428575,"['位置关系', '部件识别', '指定页面']",False,unknown
1040,在文件中第6页的图片中，部件17相对于部件18的位置是什么？,部件17位于部件18的下方,部件17在部件18的左下方,0.6346153846153846,0.0,0.8461538461538461,"['位置关系', '部件识别', '指定页面']",False,unknown
1041,在文件中第6页的图片中，如果支撑板14需要被锁定，挂钩11会挂靠在哪个部件上？,支撑板14,支撑臂9上的挂孔10,0.30000000000000004,0.0,0.4,"['部件识别', '指定页面']",False,unknown
1042,根据文件中第6页的示意图，如果要将感应线圈18固定在底板5上，需要调节哪个部件？,部件17,限位夹板8,0.0,0.0,0.0,"['部件识别', '连接关系', '指定页面']",False,unknown
1043,根据文本信息，本发明智能离子风机的主要目的是什么？,提供一种能直接监控放电电极产生离子的变化情况来检测离子量的大小，并将离子风机当前的工作状态显示于多色LED灯上的智能型离子风机,提供一种能够监控放电电极产生离子的变化情况，并将工作状态显示的智能型离子风机。,0.5441176470588236,0.0,0.7254901960784315,"['部件识别', '功能作用']",False,unknown
1044,根据文本信息，智能离子风机配备的自检工作状态的功能包括哪些方面？,内检和外检,包括内检和外检，分别对应自我判断离子量和自动检测物体带电状况。,0.20833333333333331,0.0,0.27777777777777773,['功能作用'],False,unknown
1045,根据文件中第6页的图2，编号11的部件相对于编号15的部件位置是什么？,位于左侧,在编号15的部件的左侧,0.2,0.0,0.26666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
1046,根据文件中第6页的示意图，如果LED显示信号处理电路(222)处理完信号，下一步信号传递到哪个部件？,LED显示电路(221),LED显示电路(221),1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
1047,根据文件中第6页的示意图，金属感应信号网(15)与哪个部件相连，并通过该部件与离子高压发生器(13)相连？,闭环反馈线路(16),闭环反馈线路(16),1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
1048,根据文本信息，动态旋转式智能搬运器属于哪个技术领域？,立体车库领域,立体车库领域,1.0,1.0,1.0,['其他'],False,unknown
1049,在文件中第6页的图中，部件3相对于部件11的位置是什么？,部件3位于部件11的上方,部件3位于部件11的上方,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown
1050,在文件中第6页的图中，部件42位于哪个部件上？,部件2,部件3,0.5,0.0,0.6666666666666666,"['部件识别', '指定页面']",False,unknown
1051,在文件中第6页的图中，如果部件2用于驱动部件3移动，那么部件3会带动哪个部件运动？,部件5,部件5,1.0,1.0,1.0,"['部件识别', '功能作用', '指定页面']",False,unknown
1052,在文件中第6页的图中，如果部件31是动力槽，它直接影响哪个部件的运动?,部件11,部件5,0.4285714285714286,0.0,0.5714285714285715,"['部件识别', '指定页面']",False,unknown
1053,在文件中第6页的示意图中，如果介质从编号8的部件进入，并向上流动，哪个部件会直接影响介质的流动路径？,编号4的部件,阀座(2),0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
1054,参考文件中第6页的示意图，如果需要更换O型圈槽(11)，最有可能同时需要检查或更换哪个相邻的部件？,部件(5),进水口(8)或出水口(9),0.16666666666666666,0.0,0.2222222222222222,['指定页面'],False,unknown
1055,根据专利文本，激光飞行3D自动高低位打标装置的核心功能是什么？,自动对不同高度和大小的产品进行打标,自动调节焦距以适应不同高度和距离的工件打标。,0.3846153846153847,0.0,0.5128205128205129,"['部件识别', '功能作用']",False,unknown
1056,在文件中第6页提供的装置图片中，编号为5的部件相对于编号为1的部件的位置关系是什么？,位于右侧,位于右侧。,0.9166666666666667,1.0,0.888888888888889,"['位置关系', '部件识别', '指定页面']",False,unknown
1057,在文件中第6页提供的装置图片中，部件12位于哪个主要部件的内部？,部件1,自动输送架1,0.16666666666666666,0.0,0.2222222222222222,"['位置关系', '指定页面']",False,unknown
1058,根据文件中第6页的示意图，如果需要调节工件的位置，可以直接操作哪个部件来实现？,调节板,驱动电机11,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown
1059,根据文件中第6页的示意图，哪个部件直接影响测距模块8对工件距离的测量？,部件5,调节板9,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
1060,根据专利文本，后拍弹簧机构的主要功能是什么？,用于缓冲后拍板的反作用力,用于在送纸后将纸板拍齐，并缓冲冲击力。,0.3870967741935485,0.0,0.5161290322580646,"['部件识别', '功能作用']",False,unknown
1061,在文件中第6页提供的图1中，编号为4的部件（旋转支撑座）相对于编号为2的部件（后拍板固定板）的位置关系是什么？,位于后拍板固定板的下方,位于下侧且连接。,0.23684210526315788,0.0,0.3157894736842105,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
1062,在文件中第6页提供的图1中，编号为5的部件（后拍板挡块）位于哪个主要部件的上方？,弹簧缓冲机构,后拍板固定板(2)。,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown
1063,基于文件中第6页的图1，如果挡块支撑杆（8）损坏，最直接的影响是什么？,后拍板挡块(5)无法被支撑,后拍板无法限位。,0.35714285714285715,0.0,0.4761904761904762,"['部件识别', '指定页面']",False,unknown
1064,在文件中第6页的图1中，如果需要增强弹簧缓冲机构(3)的保护，应该优先检查哪个部件？,后拍板护罩(7),后拍板护罩(7)。,0.9558823529411764,1.0,0.9411764705882353,"['部件识别', '指定页面']",False,unknown
1065,在文件中第6页的示意图中，部件9相对于部件11的位置关系是？,位于部件11的上方,位于部件11的上方,1.0,1.0,1.0,"['位置关系', '指定页面']",False,unknown
1066,在文件中第6页的示意图中，部件4相对于部件3的位置关系是？,部件4位于部件3的下方,部件4位于部件3的下方,1.0,1.0,1.0,"['位置关系', '指定页面']",False,unknown
1067,根据文件中第6页的示意图，如果气流从部件5进入，经过部件4后，下一个气流可能遇到的部件是什么？,部件3,部件3,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
1068,在文件中第6页的示意图中，部件4通过部件9连接了哪些部件？,部件1和部件5,部件5和部件11,0.7,0.0,0.9333333333333333,"['连接关系', '指定页面']",False,unknown
1069,根据专利文本，哪个部件用于对LCD立面进行导电银浆的印刷？,移印装置,移印装置,1.0,1.0,1.0,"['部件识别', '功能作用']",False,unknown
1070,在文件中第7页的示意图中，编号61的部件是什么？,上部支撑板,校正装置,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
1071,在文件中第7页的示意图中，编号71的部件是什么？,第一层工作台,直线导轨,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
1072,根据文件中第7页的示意图，上料清洁工位(I)和预烘干工位(III)中间的是哪个工位？该工位的主要部件是什么？,移动校正工位(II)，移动校正平台(6),移印工位(II)，主要部件是移印装置,0.35526315789473684,0.0,0.4736842105263158,"['部件识别', '指定页面']",False,unknown
1073,根据文件中第7页的示意图，如果要对LCD进行预烘干，需要将移动校正平台移动到哪个工位？,工位Ⅱ,预烘干工位(III),0.23076923076923073,0.0,0.30769230769230765,['指定页面'],False,unknown
1074,根据专利文本，浸没式燃烧器中，壳体上的哪个部件用于观察燃烧器内部的燃烧情况？,视镜,视镜,1.0,1.0,1.0,"['位置关系', '部件识别', '功能作用']",False,unknown
1075,根据文件中第6页的图片，编号为3的部件是什么？,导风板,加油口,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
1076,根据文件中第6页的图片，编号为7的部件相对于编号为3的部件的位置关系是什么？,位于编号为3的部件的下方,位于编号3的下方,0.6000000000000001,0.0,0.8,"['位置关系', '部件识别', '指定页面']",False,unknown
1077,根据文件中第6页的示意图，扇叶(20)旋转后，最先影响散热的部件是什么？,散热板(14),散热板(14),1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
1078,根据文件中第6页的示意图，如果装置本体(1)需要添加液体，应该通过哪个部件进行操作？,加油口(8),加油口(3)或者加水口(8),0.44999999999999996,0.0,0.6,"['部件识别', '指定页面']",False,unknown
1079,根据文件中第8页的图片，部件72相对于部件84的位置关系是？,部件72位于部件84的左侧,部件72在部件84的上方,0.5399999999999999,0.0,0.7199999999999999,"['位置关系', '指定页面']",False,unknown
1080,根据文件中第8页的图片，压紧气缸52位于哪个部件之上？,位于压紧装置53之上,压紧连接板51,0.2647058823529411,0.0,0.3529411764705882,"['部件识别', '指定页面']",False,unknown
1081,根据文件中第8页的图片，完成钻孔工序后，需要哪个部件动作才能进行攻牙工序？,驱动连接板73,横向驱动气缸,0.23076923076923073,0.0,0.30769230769230765,"['部件识别', '指定页面']",False,unknown
1082,根据文件中第8页图片，如果需要调节钻孔机61和攻牙机62的高度，首先要调整哪个部件？,升降调节装置8,调节滑块83,0.34615384615384615,0.0,0.4615384615384615,"['部件识别', '指定页面']",False,unknown
1083,在文件中第7页的装置图中，编号为31的部件是什么？,导向滑块,伺服电机,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
1084,在文件中第7页的装置图中，部件11相对于部件12的位置关系是什么？,位于部件12的上方,部件11位于部件12的上方,0.6136363636363635,0.0,0.8181818181818181,"['位置关系', '部件识别', '指定页面']",False,unknown
1085,参考文件中第7页的示意图，如果需要调整脱泡空间的高度，可以通过调整哪个部件的数量来实现？,托盘,箱体底板和箱体侧板,0.0,0.0,0.0,"['部件识别', '指定页面', '数量相关']",False,unknown
